event_id,timestamp_utc,ticker,source,lang,text
evt_001073,2024-02-03 06:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_001074,2024-02-02 14:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001075,2024-01-13 07:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001076,2024-02-07 07:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001077,2024-01-02 15:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_001078,2024-01-29 03:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001079,2024-01-13 06:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001080,2024-02-01 19:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001081,2024-01-08 22:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_001082,2024-01-05 23:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001083,2024-01-21 02:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_001084,2024-02-04 00:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001085,2024-01-24 15:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001086,2024-01-05 07:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001087,2024-02-09 20:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001088,2024-01-02 00:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001089,2024-01-05 01:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001090,2024-02-09 16:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001091,2024-01-22 06:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001092,2024-01-29 20:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001093,2024-02-08 07:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001094,2024-01-15 15:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001095,2024-01-18 00:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001096,2024-01-19 09:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001097,2024-02-10 01:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001098,2024-01-20 16:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001099,2024-01-16 19:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001100,2024-01-31 13:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001101,2024-01-12 12:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001102,2024-01-29 06:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001103,2024-01-17 03:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001104,2024-01-29 23:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001105,2024-02-02 01:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001106,2024-01-26 13:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001107,2024-01-24 02:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001108,2024-01-21 21:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001109,2024-01-12 21:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001110,2024-01-27 04:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_001111,2024-01-20 16:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001112,2024-01-22 15:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001113,2024-01-12 00:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001114,2024-01-26 19:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001115,2024-01-21 20:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001116,2024-01-19 11:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001117,2024-01-02 06:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001118,2024-01-06 18:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_001119,2024-01-23 05:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001120,2024-01-04 04:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_001121,2024-01-17 01:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_001122,2024-01-04 23:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001123,2024-01-06 00:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001124,2024-02-04 13:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001125,2024-01-07 20:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001126,2024-01-07 01:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001127,2024-01-12 21:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001128,2024-01-15 01:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001129,2024-01-23 00:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001130,2024-01-07 11:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_001131,2024-01-27 19:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001132,2024-01-24 02:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001133,2024-01-24 09:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001134,2024-01-31 23:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001135,2024-01-03 09:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001136,2024-02-09 11:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_001137,2024-01-09 00:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001138,2024-02-05 04:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001139,2024-01-26 13:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001140,2024-02-10 01:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001141,2024-01-08 03:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001142,2024-01-24 09:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001143,2024-01-27 01:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001144,2024-01-21 15:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001145,2024-01-19 13:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_001146,2024-01-15 04:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001147,2024-02-08 23:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001148,2024-02-10 18:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001149,2024-01-30 05:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_001150,2024-01-28 01:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001151,2024-01-10 06:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001152,2024-02-04 07:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001153,2024-01-24 02:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001154,2024-01-29 22:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001155,2024-01-05 18:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001156,2024-01-25 16:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_001157,2024-01-14 15:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001158,2024-01-04 01:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001159,2024-01-19 12:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001160,2024-02-08 00:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001161,2024-01-12 03:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001162,2024-01-14 08:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001163,2024-01-07 04:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001164,2024-01-13 10:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001165,2024-01-31 23:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001166,2024-01-18 05:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001167,2024-01-12 22:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001168,2024-01-19 02:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001169,2024-01-10 17:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001170,2024-02-08 11:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001171,2024-01-10 09:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001172,2024-01-19 01:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001173,2024-01-16 23:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001174,2024-02-09 22:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001175,2024-02-03 07:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001176,2024-01-11 18:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001177,2024-01-13 06:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_001178,2024-01-12 15:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001179,2024-01-09 05:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001180,2024-01-08 04:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001181,2024-01-27 15:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001182,2024-02-10 07:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001183,2024-01-29 15:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001184,2024-02-10 10:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT negative momentum market outlook
evt_001185,2024-01-02 04:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001186,2024-02-09 20:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001187,2024-01-03 03:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001188,2024-02-05 08:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001189,2024-02-04 11:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001190,2024-01-27 09:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_001191,2024-01-09 20:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001192,2024-02-05 07:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001193,2024-02-07 02:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001194,2024-01-17 20:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001195,2024-02-09 21:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT range market outlook
evt_001196,2024-01-15 04:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001197,2024-01-02 21:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001198,2024-01-11 13:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_001199,2024-01-04 03:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001200,2024-01-23 19:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001201,2024-01-25 06:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001202,2024-01-26 13:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001203,2024-01-28 08:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001204,2024-01-05 13:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001205,2024-01-13 12:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001206,2024-01-08 05:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001207,2024-01-23 01:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001208,2024-01-28 08:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001209,2024-01-05 14:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_001210,2024-01-12 16:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_001211,2024-01-19 19:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001212,2024-02-03 11:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001213,2024-01-22 13:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001214,2024-02-07 13:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_001215,2024-02-02 11:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001216,2024-02-03 12:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001217,2024-02-01 14:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001218,2024-01-04 05:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001219,2024-01-24 13:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001220,2024-01-16 01:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001221,2024-02-06 16:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001222,2024-01-25 19:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001223,2024-01-27 13:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001224,2024-02-08 00:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakdown market outlook
evt_001225,2024-01-31 02:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_001226,2024-01-26 07:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_001227,2024-01-28 06:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001228,2024-01-07 08:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001229,2024-01-17 19:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_001230,2024-01-05 03:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001231,2024-01-31 16:45:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_001232,2024-01-17 03:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001233,2024-01-30 23:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001234,2024-02-05 13:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001235,2024-01-08 19:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001236,2024-01-18 14:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001237,2024-02-09 20:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bullish setup market outlook
evt_001238,2024-01-24 10:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001239,2024-02-05 17:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001240,2024-01-20 19:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001241,2024-01-31 23:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001242,2024-02-02 22:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001243,2024-01-11 20:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001244,2024-01-10 12:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_001245,2024-02-11 06:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001246,2024-01-10 02:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001247,2024-01-11 16:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001248,2024-01-29 09:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001249,2024-02-01 15:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001250,2024-01-15 19:20:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_001251,2024-02-04 23:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001252,2024-01-08 10:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001253,2024-01-22 12:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001254,2024-01-15 23:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001255,2024-01-10 09:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001256,2024-02-10 00:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001257,2024-01-18 14:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001258,2024-01-21 19:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001259,2024-01-12 08:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT buy pressure market outlook
evt_001260,2024-01-13 03:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001261,2024-01-07 02:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001262,2024-01-10 04:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001263,2024-01-11 22:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_001264,2024-01-03 22:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001265,2024-02-06 04:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001266,2024-01-12 05:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001267,2024-01-06 20:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT flat move market outlook
evt_001268,2024-01-13 00:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001269,2024-01-16 23:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001270,2024-02-03 18:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001271,2024-01-07 18:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001272,2024-02-07 23:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001273,2024-01-31 20:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001274,2024-01-01 23:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001275,2024-01-28 19:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001276,2024-01-25 15:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001277,2024-01-21 03:15:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_001278,2024-01-12 10:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001279,2024-02-10 18:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001280,2024-01-09 15:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sell pressure market outlook
evt_001281,2024-01-05 01:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT uncertain market outlook
evt_001282,2024-01-20 18:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001283,2024-01-19 00:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_001284,2024-01-10 14:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001285,2024-01-06 12:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001286,2024-01-30 11:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001287,2024-01-01 23:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001288,2024-01-03 12:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001289,2024-02-04 11:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001290,2024-01-09 16:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT range market outlook
evt_001291,2024-01-30 18:25:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001292,2024-02-11 05:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001293,2024-02-09 13:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001294,2024-01-10 00:10:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
evt_001295,2024-01-25 22:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001296,2024-01-16 10:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001297,2024-02-09 04:30:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001298,2024-01-03 22:15:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT sideways market outlook
evt_001299,2024-01-27 01:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sideways market outlook
evt_001300,2024-01-02 03:50:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001301,2024-01-23 14:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT negative momentum market outlook
evt_001302,2024-02-06 15:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT mixed signals market outlook
evt_001303,2024-01-06 22:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001304,2024-01-28 10:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001305,2024-02-06 07:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001306,2024-01-26 08:30:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT positive momentum market outlook
evt_001307,2024-01-04 10:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakout market outlook
evt_001308,2024-01-19 00:40:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001309,2024-01-25 10:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT breakdown market outlook
evt_001310,2024-02-02 07:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bearish setup market outlook
evt_001311,2024-01-28 19:40:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT bearish setup market outlook
evt_001312,2024-02-08 08:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT flat move market outlook
evt_001313,2024-01-06 03:10:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001314,2024-01-06 07:35:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT bullish setup market outlook
evt_001315,2024-02-05 03:00:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001316,2024-01-06 19:05:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT strong demand market outlook
evt_001317,2024-01-12 23:20:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT strong demand market outlook
evt_001318,2024-01-19 14:45:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT buy pressure market outlook
evt_001319,2024-02-05 03:50:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT positive momentum market outlook
evt_001320,2024-01-03 17:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001321,2024-02-01 21:05:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT risk off market outlook
evt_001322,2024-02-09 12:00:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT breakout market outlook
evt_001323,2024-01-16 18:35:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT sell pressure market outlook
evt_001324,2024-01-23 20:55:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT uncertain market outlook
evt_001325,2024-02-01 01:55:00+00:00,ETHUSDT,demo_feed,en,ETHUSDT mixed signals market outlook
evt_001326,2024-01-04 14:25:00+00:00,BTCUSDT,demo_feed,en,BTCUSDT risk off market outlook
